GDP 2023,Corruption,Burglary,Theft,Homicide,Kidnapping,Serious Assault,Sexual Violence,GunOwnership_TotalCivilianFirearms_num_2017,GunOwnership_MilitaryFirearms_num_2017,GunOwnership_LawEnforcementFirearms_num_2017,Military,NaturalDisasterRisk_WorldRiskIndexTotal_2024,Active Police Force,Traffic Fatalities per 100k,Youth Unemployment Rate,Country
-0.7993770306560463,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,0.029777603515249006,0.6965711824328028,0.6317347204625489,0.40458411222999197,2.079364770148443,0.07327912211749817,1.3730306163466868,2.5881909995300996,-0.45792124552265223,0.7121232806541739,1.5957825513668307,0.43506660433769256,Afghanistan
-0.7764306124671727,-0.792856174770477,0.0,0.31305547164168207,-1.2879786634799728,-1.547799970480491,-1.527018494007388,0.4045841122299915,-0.49726311971658044,-1.0664432996992639,-0.4954431488754048,-1.094240676852188,0.06766109064979323,-1.146484127276143,-0.3041748137809471,1.7343302678911312,Albania
0.03790291765451268,-0.007764654953184774,7.275957614183426e-12,0.31305547164168285,-0.7521876538225749,-1.174258935042877,-0.8469798409579276,-2.5207347359720833,-0.15796567927680252,1.2024301414696035,1.3730306163466868,2.377982374061049,0.9105761580961681,2.060070320685981,0.7672297154377246,2.0687941812811257,Algeria
1.267892037465696,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,0.81724732231639,0.6965711824328028,0.6317347204625489,0.40458411222999197,-0.7223454445320384,0.8983728037578481,-0.923297065282117,0.7252003348239678,0.5700755857871628,0.7121232806541739,0.017744872672663215,0.15711504625592307,American Samoa
-0.5537397655033774,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,0.81724732231639,0.6965711824328028,0.6317347204625489,0.40458411222999197,1.1972925980016271,-0.3977192169611307,0.43221473439668395,-0.27004138994116256,1.1039507912162185,0.7121232806541739,0.29581172258150895,1.7343302678911312,Angola
-0.8546158181298203,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,-1.330569363770704,0.6965711824328028,0.6317347204625489,0.40458411222999197,-0.7193838349949929,-1.1449442506841996,-0.9072327458400881,-1.1527663876842185,-0.7603790050181162,-1.3451580537654684,-0.7755928066371627,0.15711504625592307,Antigua and Barbuda
1.4859218803449274,0.5402229353277291,7.275957614183426e-12,2.553458212050826,0.4395001403120827,-1.3777195841323007,0.6317347204625493,0.4045841122299915,1.3737015139039026,1.3573177629465436,1.3730306163466868,-0.3732553373387359,2.192302893007273,0.7121232806541739,-0.5898826882392595,0.4222026076688465,Argentina
-0.7744733752094366,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,-1.292237733509046,0.6965711824328028,0.6317347204625489,0.40458411222999197,-0.6028509379938547,0.7291849189402982,-0.5180689509064313,0.8044422675822934,-0.8322747019473657,-1.0695780912157589,0.09581621046069021,0.5508425743573058,Armenia
-0.8487449107187192,0.5402229353277291,7.275957614183426e-12,0.31305547164168285,0.81724732231639,0.6965711824328028,0.6317347204625489,0.40458411222999197,-0.7206714913154475,0.8983728037578481,-0.9094953260431907,0.7252003348239678,0.5700755857871628,0.7121232806541739,0.017744872672663215,0.15711504625592307,Aruba
1.267892037465696,0.5402229353277291,0.0,0.31305547164168207,-1.1797982847415156,-0.8340981623464965,0.6317347204625493,0.4045841122299915,1.5777950406959513,-0.3563912951306606,0.635846952675923,-0.48403074608411684,0.5700755857871628,0.030605480203623917,-1.2041546183246312,-0.787013079202671,Australia
0.9975299697215734,1.7345646979968192,0.0,-2.5243613216799887,-1.2888304774857875,-1.549389506801502,-1.2894976472081692,-1.277043596804791,0.9365421931095778,-0.2592964627375062,-0.0678154904890029,-0.03828259963086047,-1.1917531865936137,-0.7192283713851205,-1.1898692246017157,-0.4911411558192145,Austria
